Stop_ID,Route_ID,Route_Name,Route,TNODE,ISTOP,ZONE,StopName
39,4,399201,399,3338,5,515,SPRINTER STATION    VISTA TRANSIT CENTER
40,4,399201,399,15298,5,423,SPRINTER STATION    MELROSE DR          
41,4,399201,399,15299,5,524,SPRINTER STATION    COLLEGE BLVD        
42,4,399201,399,15300,5,549,SPRINTER STATION    RANCHO DEL ORO      
43,4,399201,399,3419,5,554,SPRINTER STATION    EL CAMINO REAL      
44,4,399201,399,15301,5,605,SPRINTER STATION    CROUCH STREET       
45,4,399201,399,3758,5,674,SPRINTER STATION    COAST HIGHWAY       
46,4,399201,399,3589,5,606,SPRINTER STATION    OCEANSIDE TC        
47,5,510119,510,2505,5,4993,TROLLEY STATION     SAN YSIDRO TC       
48,5,510119,510,14864,5,4967,TROLLEY STATION     BEYER BLVD          
49,5,510119,510,14620,5,4880,TROLLEY STATION     IRIS AVENUE         
50,5,510119,510,14412,5,4821,TROLLEY STATION     PALM AVENUE         
51,5,510119,510,14250,5,4783,TROLLEY STATION     PALOMAR STREET      
52,5,510119,510,13911,5,4650,TROLLEY STATION     H STREET            
53,5,510119,510,13773,5,4610,TROLLEY STATION     BAYFRONT/E STREET   
54,5,510119,510,13411,5,4505,TROLLEY STATION     24TH STREET         
55,5,510119,510,13250,5,4384,TROLLEY STATION     8TH STREET          
56,5,510119,510,13104,5,4330,TROLLEY STATION     PACIFIC FLEET       
57,5,510119,510,13026,5,4314,TROLLEY STATION     HARBORSIDE          
58,5,510119,510,12866,5,4255,TROLLEY STATION     BARRIO LOGAN        
59,5,510119,510,12676,5,4224,TROLLEY STATION     12TH & IMPERIAL TC  
60,5,510119,510,15328,5,4138,TROLLEY STATION     PARK & MARKET       
61,5,510119,510,11899,5,4001,TROLLEY STATION     CITY COLLEGE        
62,5,510119,510,15551,5,4007,TROLLEY STATION     FIFTH AVENUE        
63,5,510119,510,15541,5,3959,TROLLEY STATION     CIVIC CENTER        
64,5,510119,510,11909,5,3974,TROLLEY STATION     AMERICA PLAZA       
65,6,510219,510,11909,5,3974,TROLLEY STATION     AMERICA PLAZA       
66,6,510219,510,15541,5,3959,TROLLEY STATION     CIVIC CENTER        
67,6,510219,510,15551,5,4007,TROLLEY STATION     FIFTH AVENUE        
68,6,510219,510,11899,5,4001,TROLLEY STATION     CITY COLLEGE        
69,6,510219,510,15328,5,4138,TROLLEY STATION     PARK & MARKET       
70,6,510219,510,12676,5,4224,TROLLEY STATION     12TH & IMPERIAL TC  
71,6,510219,510,12866,5,4255,TROLLEY STATION     BARRIO LOGAN        
72,6,510219,510,13026,5,4314,TROLLEY STATION     HARBORSIDE          
73,6,510219,510,13104,5,4330,TROLLEY STATION     PACIFIC FLEET       
74,6,510219,510,13250,5,4384,TROLLEY STATION     8TH STREET          
75,6,510219,510,13411,5,4505,TROLLEY STATION     24TH STREET         
76,6,510219,510,13773,5,4610,TROLLEY STATION     BAYFRONT/E STREET   
77,6,510219,510,13911,5,4650,TROLLEY STATION     H STREET            
78,6,510219,510,14250,5,4783,TROLLEY STATION     PALOMAR STREET      
79,6,510219,510,14412,5,4821,TROLLEY STATION     PALM AVENUE         
80,6,510219,510,14620,5,4880,TROLLEY STATION     IRIS AVENUE         
81,6,510219,510,14864,5,4967,TROLLEY STATION     BEYER BLVD          
82,6,510219,510,2505,5,4993,TROLLEY STATION     SAN YSIDRO TC       
83,7,520112,520,9121,5,2962,TROLLEY STATION     EL CAJON TRANSIT CTR
84,7,520112,520,9273,5,3048,TROLLEY STATION     AMAYA DRIVE         
85,7,520112,520,9365,5,3068,TROLLEY STATION     GROSSMONT CENTER    
86,7,520112,520,9956,5,3264,TROLLEY STATION     LA MESA BLVD        
87,7,520112,520,10192,5,3293,TROLLEY STATION     SPRING STREET       
88,7,520112,520,10890,5,3567,TROLLEY STATION     LEMON GROVE DEPOT   
89,7,520112,520,11487,5,3831,TROLLEY STATION     MASSACHUSETTS AVE   
90,7,520112,520,12468,5,4099,TROLLEY STATION     ENCANTO/62ND ST     
91,7,520112,520,12520,5,4098,TROLLEY STATION     EUCLID AVENUE       
92,7,520112,520,12572,5,4197,TROLLEY STATION     47TH STREET         
93,7,520112,520,12679,5,4223,TROLLEY STATION     32ND & COMMERCIAL   
94,7,520112,520,12695,5,4237,TROLLEY STATION     25TH & COMMERCIAL   
95,7,520112,520,12676,5,4224,TROLLEY STATION     12TH & IMPERIAL TC  
96,7,520112,520,15328,5,4138,TROLLEY STATION     PARK & MARKET       
97,7,520112,520,11899,5,4001,TROLLEY STATION     CITY COLLEGE        
98,7,520112,520,15551,5,4007,TROLLEY STATION     FIFTH AVENUE        
99,7,520112,520,15541,5,3959,TROLLEY STATION     CIVIC CENTER        
100,7,520112,520,11909,5,3974,TROLLEY STATION     AMERICA PLAZA       
101,7,520112,520,11827,5,3952,TROLLEY STATION     SANTA FE DEPOT      
102,8,520212,520,11827,5,3952,TROLLEY STATION     SANTA FE DEPOT      
103,8,520212,520,11909,5,3974,TROLLEY STATION     AMERICA PLAZA       
104,8,520212,520,15541,5,3959,TROLLEY STATION     CIVIC CENTER        
105,8,520212,520,15551,5,4007,TROLLEY STATION     FIFTH AVENUE        
106,8,520212,520,11899,5,4001,TROLLEY STATION     CITY COLLEGE        
107,8,520212,520,15328,5,4138,TROLLEY STATION     PARK & MARKET       
108,8,520212,520,12676,5,4224,TROLLEY STATION     12TH & IMPERIAL TC  
109,8,520212,520,12695,5,4237,TROLLEY STATION     25TH & COMMERCIAL   
110,8,520212,520,12679,5,4223,TROLLEY STATION     32ND & COMMERCIAL   
111,8,520212,520,12572,5,4197,TROLLEY STATION     47TH STREET         
112,8,520212,520,12520,5,4098,TROLLEY STATION     EUCLID AVENUE       
113,8,520212,520,12468,5,4099,TROLLEY STATION     ENCANTO/62ND ST     
114,8,520212,520,11487,5,3831,TROLLEY STATION     MASSACHUSETTS AVE   
115,8,520212,520,10890,5,3567,TROLLEY STATION     LEMON GROVE DEPOT   
116,8,520212,520,10192,5,3293,TROLLEY STATION     SPRING STREET       
117,8,520212,520,9956,5,3264,TROLLEY STATION     LA MESA BLVD        
118,8,520212,520,9365,5,3068,TROLLEY STATION     GROSSMONT CENTER    
119,8,520212,520,9273,5,3048,TROLLEY STATION     AMAYA DRIVE         
120,8,520212,520,9121,5,2962,TROLLEY STATION     EL CAJON TRANSIT CTR
121,9,530113,530,7833,5,2449,TROLLEY STATION     SANTEE TOWN CENTER  
122,9,530113,530,8256,5,2616,TROLLEY STATION     GILLESPIE FIELD     
123,9,530113,530,8749,5,2801,TROLLEY STATION     ARNELE AVENUE       
124,9,530113,530,9121,5,2962,TROLLEY STATION     EL CAJON TRANSIT CTR
125,9,530113,530,9273,5,3048,TROLLEY STATION     AMAYA DRIVE         
126,9,530113,530,9365,5,3068,TROLLEY STATION     GROSSMONT CENTER    
127,9,530113,530,15309,5,3158,TROLLEY STATION     70TH STREET         
128,9,530113,530,9533,5,3111,TROLLEY STATION     ALVARADO MED CENTER 
129,9,530113,530,9650,5,3176,TROLLEY STATION     SDSU TRANSIT CENTER 
130,9,530113,530,9390,5,3059,TROLLEY STATION     GRANTVILLE          
131,9,530113,530,9363,5,3045,TROLLEY STATION     MISSION SAN DIEGO   
132,9,530113,530,9362,5,3020,TROLLEY STATION     QUALCOMM STADIUM    
133,9,530113,530,9480,5,3104,TROLLEY STATION     FENTON PARKWAY      
134,9,530113,530,9624,5,3150,TROLLEY STATION     RIO VISTA           
135,9,530113,530,9712,5,3151,TROLLEY STATION     MISSION VALLEY CTR  
136,9,530113,530,9737,5,3174,TROLLEY STATION     HAZARD CENTER       
137,9,530113,530,15325,5,3249,TROLLEY STATION     FASHION VALLEY TC   
138,9,530113,530,9960,5,3227,TROLLEY STATION     MORENA/LINDA VISTA  
139,9,530113,530,10211,5,3365,TROLLEY STATION     OLD TOWN TC         
140,9,530113,530,10932,5,3581,TROLLEY STATION     WASHINGTON ST       
141,9,530113,530,11161,5,3664,TROLLEY STATION     MIDDLETOWN          
142,9,530113,530,11540,5,3888,TROLLEY STATION     COUNTY CENTER       
143,9,530113,530,11827,5,3952,TROLLEY STATION     SANTA FE DEPOT      
144,9,530113,530,12268,5,4100,TROLLEY STATION     SEAPORT VILLAGE     
145,9,530113,530,12513,5,4173,TROLLEY STATION     CONVENTION CENTER   
146,9,530113,530,12605,5,4213,TROLLEY STATION     GASLAMP QUARTER     
147,9,530113,530,12676,5,4224,TROLLEY STATION     12TH & IMPERIAL TC  
148,10,530213,530,12676,5,4224,TROLLEY STATION     12TH & IMPERIAL TC  
149,10,530213,530,12605,5,4213,TROLLEY STATION     GASLAMP QUARTER     
150,10,530213,530,12513,5,4173,TROLLEY STATION     CONVENTION CENTER   
151,10,530213,530,12268,5,4100,TROLLEY STATION     SEAPORT VILLAGE     
152,10,530213,530,11827,5,3952,TROLLEY STATION     SANTA FE DEPOT      
153,10,530213,530,11540,5,3888,TROLLEY STATION     COUNTY CENTER       
154,10,530213,530,11161,5,3664,TROLLEY STATION     MIDDLETOWN          
155,10,530213,530,10932,5,3581,TROLLEY STATION     WASHINGTON ST       
156,10,530213,530,10211,5,3365,TROLLEY STATION     OLD TOWN TC         
157,10,530213,530,9960,5,3227,TROLLEY STATION     MORENA/LINDA VISTA  
158,10,530213,530,15325,5,3249,TROLLEY STATION     FASHION VALLEY TC   
159,10,530213,530,9737,5,3174,TROLLEY STATION     HAZARD CENTER       
160,10,530213,530,9712,5,3151,TROLLEY STATION     MISSION VALLEY CTR  
161,10,530213,530,9624,5,3150,TROLLEY STATION     RIO VISTA           
162,10,530213,530,9480,5,3104,TROLLEY STATION     FENTON PARKWAY      
163,10,530213,530,9362,5,3020,TROLLEY STATION     QUALCOMM STADIUM    
164,10,530213,530,9363,5,3045,TROLLEY STATION     MISSION SAN DIEGO   
165,10,530213,530,9390,5,3059,TROLLEY STATION     GRANTVILLE          
166,10,530213,530,9650,5,3176,TROLLEY STATION     SDSU TRANSIT CENTER 
167,10,530213,530,9533,5,3111,TROLLEY STATION     ALVARADO MED CENTER 
168,10,530213,530,15309,5,3158,TROLLEY STATION     70TH STREET         
169,10,530213,530,9365,5,3068,TROLLEY STATION     GROSSMONT CENTER    
170,10,530213,530,9273,5,3048,TROLLEY STATION     AMAYA DRIVE         
171,10,530213,530,9121,5,2962,TROLLEY STATION     EL CAJON TRANSIT CTR
172,10,530213,530,8749,5,2801,TROLLEY STATION     ARNELE AVENUE       
173,10,530213,530,8256,5,2616,TROLLEY STATION     GILLESPIE FIELD     
174,10,530213,530,7833,5,2449,TROLLEY STATION     SANTEE TOWN CENTER  
175,11,235101,235,4944,6,1210,TRANSIT CENTER      ESCONDIDO           
176,11,235101,235,5392,6,1446,DEL LAGO            VIA RANCHO          
177,11,235101,235,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
178,11,235101,235,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
179,11,235101,235,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
180,11,235101,235,8126,6,2537,CLAIREMONT MESA     COMPLEX             
181,11,235101,235,8130,6,2554,CLAIREMONT MESA     OVERLAND            
182,11,235101,235,8129,6,2554,CLAIREMONT MESA     RUFFIN              
183,11,235101,235,14988,6,3342,I15 SB RAMP         EL CAJON            
184,11,235101,235,14992,6,3399,I15 SB RAMP         UNIVERSITY          
185,11,235101,235,11986,6,4031,PARK                BROADWAY/PARK       
186,11,235101,235,11969,6,4037,05TH                BROADWAY / 05TH     
187,11,235101,235,11960,6,4025,FRONT               BROADWAY / FRONT    
188,11,235101,235,11950,6,4022,BROADWAY            KETTNER             
189,12,235201,235,11950,6,4022,BROADWAY            KETTNER             
190,12,235201,235,11960,6,4025,FRONT               BROADWAY / FRONT    
191,12,235201,235,11969,6,4037,05TH                BROADWAY / 05TH     
192,12,235201,235,11986,6,4031,PARK                BROADWAY/PARK       
193,12,235201,235,14995,6,3498,I15 NB RAMP         UNIVERSITY          
194,12,235201,235,14991,6,3399,I15 NB RAMP         EL CAJON            
195,12,235201,235,15462,6,2546,I-15                CLAIREMONT MESA DR  
196,12,235201,235,8129,6,2554,CLAIREMONT MESA     RUFFIN              
197,12,235201,235,8130,6,2554,CLAIREMONT MESA     OVERLAND            
198,12,235201,235,8126,6,2537,CLAIREMONT MESA     COMPLEX             
199,12,235201,235,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
200,12,235201,235,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
201,12,235201,235,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
202,12,235201,235,5392,6,1446,DEL LAGO            VIA RANCHO          
203,12,235201,235,4944,6,1210,TRANSIT CENTER      ESCONDIDO           
204,13,237101,237,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
205,13,237101,237,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
206,13,237101,237,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
207,13,237101,237,6725,6,2076,BLACK MOUNTAIN      MIRA MESA           
208,13,237101,237,6759,6,2094,MIRA MESA           CAMINO RUIZ         
209,13,237101,237,6817,6,2086,MIRA MESA           STEADMAN            
210,13,237101,237,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
211,13,237101,237,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
212,13,237101,237,6997,6,2196,MIRA MESA           SCRANTON            
213,13,237101,237,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
214,13,237101,237,7215,6,2239,GILMAN              EUCALYPTUS GROVE    
215,13,237101,237,7197,6,2215,MYERS               GILMAN              
216,14,237103,237,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
217,14,237103,237,6725,6,2076,BLACK MOUNTAIN      MIRA MESA           
218,14,237103,237,6759,6,2094,MIRA MESA           CAMINO RUIZ         
219,14,237103,237,6817,6,2086,MIRA MESA           STEADMAN            
220,14,237103,237,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
221,14,237103,237,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
222,14,237103,237,6997,6,2196,MIRA MESA           SCRANTON            
223,14,237103,237,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
224,14,237103,237,7215,6,2239,GILMAN              EUCALYPTUS GROVE    
225,14,237103,237,7197,6,2215,MYERS               GILMAN              
226,15,237201,237,7197,6,2215,MYERS               GILMAN              
227,15,237201,237,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
228,15,237201,237,6997,6,2196,MIRA MESA           SCRANTON            
229,15,237201,237,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
230,15,237201,237,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
231,15,237201,237,6817,6,2086,MIRA MESA           STEADMAN            
232,15,237201,237,6759,6,2094,MIRA MESA           CAMINO RUIZ         
233,15,237201,237,6725,6,2076,BLACK MOUNTAIN      MIRA MESA           
234,15,237201,237,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
235,15,237201,237,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
236,15,237201,237,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
237,16,237203,237,7197,6,2215,MYERS               GILMAN              
238,16,237203,237,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
239,16,237203,237,6997,6,2196,MIRA MESA           SCRANTON            
240,16,237203,237,6953,6,2156,MIRA MESA           LUSK/OBERLIN        
241,16,237203,237,6907,6,2157,MIRA MESA           PACIFIC HEIGHTS     
242,16,237203,237,6817,6,2086,MIRA MESA           STEADMAN            
243,16,237203,237,6759,6,2094,MIRA MESA           CAMINO RUIZ         
244,16,237203,237,6725,6,2076,BLACK MOUNTAIN      MIRA MESA           
245,16,237203,237,6772,6,2098,MIRA MESA TC        MIRA MESA TC        
246,17,288101,288,4944,6,1210,TRANSIT CENTER      ESCONDIDO           
247,17,288101,288,5392,6,1446,DEL LAGO            VIA RANCHO          
248,17,288101,288,11797,6,3967,10TH                10TH/B              
249,17,288101,288,11784,6,3962,05TH                5TH/B               
250,17,288101,288,11960,6,4025,FRONT               BROADWAY / FRONT    
251,17,288101,288,11950,6,4022,BROADWAY            KETTNER             
252,17,288101,288,11620,6,3851,NORTH HARBOR        ASH                 
253,17,288101,288,11432,6,3834,PACIFIC             GRAPE               
254,18,288201,288,11432,6,3834,PACIFIC             GRAPE               
255,18,288201,288,11506,6,3851,PACIFIC             CEDAR               
256,18,288201,288,11950,6,4022,BROADWAY            KETTNER             
257,18,288201,288,11960,6,4025,FRONT               BROADWAY / FRONT    
258,18,288201,288,11969,6,4037,05TH                BROADWAY / 05TH     
259,18,288201,288,5392,6,1446,DEL LAGO            VIA RANCHO          
260,18,288201,288,4944,6,1210,TRANSIT CENTER      ESCONDIDO           
261,19,290101,290,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
262,19,290101,290,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
263,19,290101,290,11797,6,3967,10TH                10TH/B              
264,19,290101,290,11784,6,3962,05TH                5TH/B               
265,19,290101,290,11960,6,4025,FRONT               BROADWAY / FRONT    
266,19,290101,290,11950,6,4022,BROADWAY            KETTNER             
267,19,290101,290,11620,6,3851,NORTH HARBOR        ASH                 
268,19,290101,290,11432,6,3834,PACIFIC             GRAPE               
269,20,290201,290,11432,6,3834,PACIFIC             GRAPE               
270,20,290201,290,11506,6,3851,PACIFIC             CEDAR               
271,20,290201,290,11950,6,4022,BROADWAY            KETTNER             
272,20,290201,290,11960,6,4025,FRONT               BROADWAY / FRONT    
273,20,290201,290,11969,6,4037,05TH                BROADWAY / 05TH     
274,20,290201,290,5818,6,1881,SABRE SPINGS        SS TRANSIT CENTER   
275,20,290201,290,5858,6,1674,RANCHO BERNARDO TC  WEST BERNARDO       
276,21,201103,201,7272,7,2258,GENESEE             UTC TRANSIT CENTER  
277,21,201103,201,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
278,21,201103,201,15381,7,2242,GENESEE             EXECUTIVE           
279,21,201103,201,7234,7,2246,REGENTS PARK ROW    EXECUTIVE           
280,21,201103,201,7168,7,2228,HEALTH SCIENCES     MEDICAL CTR DR      
281,21,201103,201,7112,7,2228,VOIGT DR            SCRIPPS HOSPITAL    
282,21,201103,201,7197,6,2215,MYERS               GILMAN              
283,21,201103,201,7215,6,2239,GILMAN              EUCALYPTUS GROVE    
284,21,201103,201,7376,7,2269,GILMAN              VILLA LA JOLLA      
285,21,201103,201,7332,7,2266,NOBEL               LA JOLLA VILLAGE SQ 
286,21,201103,201,7324,7,2272,NOBEL               LEBON               
287,21,201103,201,7363,7,2282,LEBON               CARMART/PALMILLA    
288,21,201103,201,7414,7,2292,ARRIBA              REGENTS             
289,21,201103,201,7337,7,2264,NOBEL               REGENTS             
290,21,201103,201,7272,7,2258,GENESEE             UTC TRANSIT CENTER  
291,22,202106,202,7272,7,2258,GENESEE             UTC TRANSIT CENTER  
292,22,202106,202,7337,7,2264,NOBEL               REGENTS             
293,22,202106,202,7414,7,2292,ARRIBA              REGENTS             
294,22,202106,202,7363,7,2282,LEBON               CARMART/PALMILLA    
295,22,202106,202,7324,7,2272,NOBEL               LEBON               
296,22,202106,202,7332,7,2266,NOBEL               LA JOLLA VILLAGE SQ 
297,22,202106,202,7376,7,2269,GILMAN              VILLA LA JOLLA      
298,22,202106,202,7215,6,2239,GILMAN              EUCALYPTUS GROVE    
299,22,202106,202,7197,6,2215,MYERS               GILMAN              
300,22,202106,202,7112,7,2228,VOIGT DR            SCRIPPS HOSPITAL    
301,22,202106,202,7168,7,2228,HEALTH SCIENCES     MEDICAL CTR DR      
302,22,202106,202,7234,7,2246,REGENTS PARK ROW    EXECUTIVE           
303,22,202106,202,15381,7,2242,GENESEE             EXECUTIVE           
304,22,202106,202,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
305,22,202106,202,7272,7,2258,GENESEE             UTC TRANSIT CENTER  
306,23,204101,204,7272,7,2258,GENESEE             UTC TRANSIT CENTER  
307,23,204101,204,7265,6,2253,LA JOLLA VILLAGE    GENESEE             
308,23,204101,204,15381,7,2242,GENESEE             EXECUTIVE           
309,23,204101,204,7226,7,2242,EXECUTIVE           EXECUTIVE WAY       
310,23,204101,204,7225,7,2236,JUDICIAL            LA JOLLA COMMONS    
311,23,204101,204,7278,7,2257,BROOK LN            JUDICIAL            
312,23,204101,204,16080,7,2270,JUDICIAL            ILLUMINA            
313,23,204101,204,7339,7,2254,JUDICIAL            NOBEL/JUDICIAL      
314,23,204101,204,7374,7,2285,NOBEL               SHORELINE           
315,23,204101,204,7360,7,2285,TOWNE CENTRE        NOBEL/TOWNE CENTRE  
316,23,204101,204,7272,7,2258,GENESEE             UTC TRANSIT CENTER  
317,24,215101,215,15305,7,3176,SDSU TRANSIT CENTER SDSU TRANSIT CENTER 
318,24,215101,215,10087,7,3202,EL CAJON            COLLEGE             
319,24,215101,215,10155,7,3347,54TH                EL CAJON            
320,24,215101,215,10200,7,3378,EL CAJON            EUCLID              
321,24,215101,215,10271,7,3340,FAIRMOUNT           EL CAJON            
322,24,215101,215,10256,7,3342,EL CAJON            I15 TRANSIT CTR     
323,24,215101,215,10244,7,3315,35TH                EL CAJON            
324,24,215101,215,10229,7,3393,EL CAJON            30TH/EL CAJON       
325,24,215101,215,10223,7,3337,EL CAJON            TEXAS               
326,24,215101,215,10302,7,3389,HOWARD              PARK                
327,24,215101,215,10586,7,3444,PARK                UNIVERSITY/PARK     
328,24,215101,215,11132,7,3635,ZOO                 PARK/ZOO            
329,24,215101,215,11340,7,3776,PARK                PARK/NAVAL HOSPITAL 
330,24,215101,215,11986,6,4031,PARK                BROADWAY/PARK       
331,24,215101,215,11969,6,4037,05TH                BROADWAY / 05TH     
332,24,215101,215,11960,6,4025,FRONT               BROADWAY / FRONT    
333,24,215101,215,11950,6,4022,BROADWAY            KETTNER             
334,25,215201,215,11950,6,4022,BROADWAY            KETTNER             
335,25,215201,215,11960,6,4025,FRONT               BROADWAY / FRONT    
336,25,215201,215,11969,6,4037,05TH                BROADWAY / 05TH     
337,25,215201,215,11929,7,4001,11TH                zone connector      
338,25,215201,215,11340,7,3776,PARK                PARK/NAVAL HOSPITAL 
339,25,215201,215,11132,7,3635,ZOO                 PARK/ZOO            
340,25,215201,215,10586,7,3444,PARK                UNIVERSITY/PARK     
341,25,215201,215,10302,7,3389,HOWARD              PARK                
342,25,215201,215,10223,7,3337,EL CAJON            TEXAS               
343,25,215201,215,10229,7,3393,EL CAJON            30TH/EL CAJON       
344,25,215201,215,10244,7,3315,35TH                EL CAJON            
345,25,215201,215,10256,7,3342,EL CAJON            I15 TRANSIT CTR     
346,25,215201,215,10271,7,3340,FAIRMOUNT           EL CAJON            
347,25,215201,215,10200,7,3378,EL CAJON            EUCLID              
348,25,215201,215,10155,7,3347,54TH                EL CAJON            
349,25,215201,215,10087,7,3202,EL CAJON            COLLEGE             
350,25,215201,215,15305,7,3176,SDSU TRANSIT CENTER SDSU TRANSIT CENTER 
351,26,350103,350,5392,6,1446,DEL LAGO            VIA RANCHO          
352,26,350103,350,5401,7,1440,NORTH COUNTY FAIR   DRIVEWAY            
353,26,350103,350,5360,7,1427,MARY                BEAR VALLEY         
354,26,350103,350,5306,7,1335,LAS PALMAS          BEAR VALLEY         
355,26,350103,350,5244,7,1339,SUNSET              ROYAL CREST         
356,26,350103,350,5140,7,1302,ESCONDIDO           FELICITA            
357,26,350103,350,5107,7,1292,ESCONDIDO           W 15TH              
358,26,350103,350,5072,7,1268,13TH                ESCONDIDO           
359,26,350103,350,5022,7,1253,09TH                ESCONDIDO           
360,26,350103,350,4990,7,1243,ESCONDIDO           unknown             
361,26,350103,350,4931,7,1224,02ND                ESCONDIDO           
362,26,350103,350,4896,7,1166,ESCONDIDO           VALLEY              
363,26,350103,350,4944,6,1210,TRANSIT CENTER      ESCONDIDO           
364,27,350203,350,4944,6,1210,TRANSIT CENTER      ESCONDIDO           
365,27,350203,350,4931,7,1224,02ND                ESCONDIDO           
366,27,350203,350,4990,7,1243,ESCONDIDO           unknown             
367,27,350203,350,5022,7,1253,09TH                ESCONDIDO           
368,27,350203,350,5072,7,1268,13TH                ESCONDIDO           
369,27,350203,350,5107,7,1292,ESCONDIDO           W 15TH              
370,27,350203,350,5140,7,1302,ESCONDIDO           FELICITA            
371,27,350203,350,5244,7,1339,SUNSET              ROYAL CREST         
372,27,350203,350,5306,7,1335,LAS PALMAS          BEAR VALLEY         
373,27,350203,350,5360,7,1427,MARY                BEAR VALLEY         
374,27,350203,350,5401,7,1440,NORTH COUNTY FAIR   DRIVEWAY            
375,27,350203,350,5392,6,1446,DEL LAGO            VIA RANCHO          
376,28,870105,870,8592,8,2770,RUFFIN              AERO                
377,28,870105,870,8482,8,2658,RUFFIN              3939-AMBIS          
